"1 _ 1",,,"2 _ 1",,,"3 _ 1",,,"4 _ 1",,
"Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke","Time","Force","Stroke"
"sec","N","mm","sec","N","mm","sec","N","mm","sec","N","mm"
"2.17","14.71202","0.03613333","2.17","0.9799004","0.03616667","2.17","16.58996","0.0361","2.17","31.67709","0.0361"
"2.18","14.79864","0.0363","2.18","0.9830793","0.0363","2.18","16.7346","0.03626667","2.18","31.92186","0.03626667"
"2.19","14.87176","0.03646667","2.19","0.9791057","0.03646667","2.19","16.88798","0.03643334","2.19","32.16982","0.03643334"
"2.2","14.93613","0.03663334","2.2","0.9775162","0.03666667","2.2","17.05329","0.0366","2.2","32.41698","0.0366"
"2.21","15.00448","0.0368","2.21","0.9799004","0.03683333","2.21","17.22018","0.03676667","2.21","32.66414","0.03676667"
"2.22","15.08236","0.03696667","2.22","0.9862582","0.037","2.22","17.38548","0.0369","2.22","32.91209","0.0369"
"2.23","15.17137","0.03716667","2.23","0.992616","0.03716667","2.23","17.5484","0.03706667","2.23","33.15687","0.0371"
"2.24","15.26356","0.03733333","2.24","0.995795","0.03733333","2.24","17.70894","0.03723333","2.24","33.39767","0.0373"
"2.25","15.35495","0.03746667","2.25","0.9997686","0.03746667","2.25","17.86232","0.03743333","2.25","33.64484","0.03743333"
"2.26","15.44396","0.03766667","2.26","1.003742","0.03766667","2.26","18.01252","0.0376","2.26","33.89756","0.0376"
"2.27","15.53138","0.0378","2.27","1.003742","0.03783333","2.27","18.16193","0.03776667","2.27","34.15664","0.03776667"
"2.28","15.62278","0.03796667","2.28","1.003742","0.03796667","2.28","18.31849","0.03793333","2.28","34.42605","0.03793333"
"2.29","15.71735","0.03813333","2.29","1.006126","0.03813333","2.29","18.483","0.0381","2.29","34.69626","0.0381"
"2.3","15.81351","0.03833333","2.3","1.010895","0.0383","2.3","18.65546","0.03823333","2.3","34.95375","0.0383"
"2.31","15.90093","0.03846667","2.31","1.014074","0.03846667","2.31","18.83109","0.03843333","2.31","35.19933","0.03846667"
"2.32","15.98358","0.03863334","2.32","1.015663","0.03863334","2.32","19.00117","0.0386","2.32","35.44648","0.0386"
"2.33","16.0718","0.0388","2.33","1.008511","0.0388","2.33","19.16091","0.03876667","2.33","35.70318","0.03876667"
"2.34","16.16478","0.03903333","2.34","0.9997686","0.039","2.34","19.3127","0.0389","2.34","35.97021","0.03893333"
"2.35","16.25617","0.0392","2.35","0.9950002","0.03916667","2.35","19.46529","0.03906667","2.35","36.23406","0.0391"
"2.36","16.34518","0.03936667","2.36","0.9981791","0.0393","2.36","19.62344","0.03926667","2.36","36.48917","0.03926667"
"2.37","16.44135","0.03953333","2.37","1.004537","0.0395","2.37","19.78477","0.0394","2.37","36.7403","0.03943333"
"2.38","16.55102","0.0397","2.38","1.006921","0.03966667","2.38","19.94213","0.03956667","2.38","36.997","0.0396"
"2.39","16.66387","0.03986667","2.39","1.006921","0.0398","2.39","20.09551","0.0397","2.39","37.26244","0.03976667"
"2.4","16.7648","0.04","2.4","1.004537","0.03996667","2.4","20.25207","0.0399","2.4","37.53185","0.03993334"
"2.41","16.85143","0.04016667","2.41","1.002153","0.04013333","2.41","20.41419","0.04006667","2.41","37.79888","0.0401"
"2.42","16.92931","0.04033333","2.42","0.9997686","0.0403","2.42","20.57791","0.04023333","2.42","38.06035","0.0403"
"2.43","17.00799","0.0405","2.43","0.995795","0.0405","2.43","20.74639","0.0404","2.43","38.31466","0.04046667"
"2.44","17.08984","0.04066667","2.44","0.9950002","0.04066667","2.44","20.91805","0.04056667","2.44","38.57374","0.04063333"
"2.45","17.17409","0.0408","2.45","0.9981791","0.04083334","2.45","21.08574","0.04076667","2.45","38.84713","0.04076667"
"2.46","17.25992","0.04096667","2.46","1.010895","0.041","2.46","21.24707","0.0409","2.46","39.1372","0.04093333"
"2.47","17.34575","0.04113333","2.47","1.0252","0.04116667","2.47","21.41317","0.04106667","2.47","39.42569","0.0411"
"2.48","17.42601","0.04133333","2.48","1.033942","0.04133333","2.48","21.59198","0.04126667","2.48","39.69908","0.04126667"
"2.49","17.50469","0.04146667","2.49","1.029968","0.0415","2.49","21.77556","0.04143333","2.49","39.95816","0.04143333"
"2.5","17.59132","0.0416","2.5","1.024405","0.04166667","2.5","21.95835","0.0416","2.5","40.21168","0.0416"
"2.51","17.68986","0.0418","2.51","1.024405","0.04186667","2.51","22.13558","0.04176667","2.51","40.46599","0.04176667"
"2.52","17.79795","0.04196667","2.52","1.029173","0.04203333","2.52","22.31598","0.0419","2.52","40.72746","0.04193334"
"2.53","17.89888","0.04213334","2.53","1.031558","0.04216667","2.53","22.49559","0.0421","2.53","40.9929","0.0421"
"2.54","17.9855","0.0423","2.54","1.031558","0.04233333","2.54","22.67122","0.04223333","2.54","41.25993","0.04223333"
"2.55","18.06895","0.04246667","2.55","1.037121","0.0425","2.55","22.84288","0.0424","2.55","41.53172","0.04243333"
"2.56","18.16193","0.04263333","2.56","1.045068","0.04266667","2.56","23.00898","0.04256667","2.56","41.80749","0.04263333"
"2.57","18.26366","0.0428","2.57","1.049837","0.04283333","2.57","23.16872","0.04273333","2.57","42.08247","0.04276667"
"2.58","18.37015","0.04296667","2.58","1.047452","0.04296667","2.58","23.32449","0.04286667","2.58","42.35665","0.0429"
"2.59","18.47664","0.04313333","2.59","1.037121","0.04313333","2.59","23.48105","0.04306667","2.59","42.63401","0.0431"
"2.6","18.57996","0.04333333","2.6","1.026789","0.04333333","2.6","23.64715","0.04326667","2.6","42.91375","0.0433"
"2.61","18.6801","0.04346667","2.61","1.024405","0.04346667","2.61","23.81484","0.04343333","2.61","43.18635","0.04346667"
"2.62","18.78023","0.04363333","2.62","1.031558","0.04366667","2.62","23.98491","0.0436","2.62","43.45417","0.04363333"
"2.63","18.87957","0.0438","2.63","1.037121","0.0438","2.63","24.16372","0.04376667","2.63","43.73789","0.04376667"
"2.64","18.9805","0.04396667","2.64","1.0403","0.04396667","2.64","24.35366","0.04393333","2.64","44.04386","0.04393333"
"2.65","19.07825","0.04413334","2.65","1.03871","0.04416667","2.65","24.54758","0.04406667","2.65","44.35539","0.0441"
"2.66","19.17283","0.0443","2.66","1.03871","0.04433334","2.66","24.73354","0.04423333","2.66","44.64785","0.04426667"
"2.67","19.26819","0.0445","2.67","1.03871","0.0445","2.67","24.90759","0.04443333","2.67","44.91647","0.04443333"
"2.68","19.36038","0.04463333","2.68","1.03871","0.04466667","2.68","25.07051","0.0446","2.68","45.17476","0.0446"
"2.69","19.45416","0.0448","2.69","1.041094","0.04483333","2.69","25.2382","0.04473333","2.69","45.43861","0.04473333"
"2.7","19.54873","0.04496667","2.7","1.045068","0.045","2.7","25.42098","0.04493333","2.7","45.71835","0.04493333"
"2.71","19.64251","0.04516667","2.71","1.049837","0.04513333","2.71","25.6141","0.0451","2.71","46.0132","0.04513333"
"2.72","19.73232","0.04533333","2.72","1.050631","0.0453","2.72","25.80166","0.04523334","2.72","46.30963","0.0453"
"2.73","19.82133","0.0455","2.73","1.047452","0.04543334","2.73","25.9765","0.0454","2.73","46.60289","0.04546667"
"2.74","19.91749","0.04566667","2.74","1.041094","0.04563333","2.74","26.14816","0.04556667","2.74","46.90011","0.04563333"
"2.75","20.02319","0.0458","2.75","1.043479","0.0458","2.75","26.32141","0.0457","2.75","47.21403","0.04576667"
"2.76","20.13524","0.04596667","2.76","1.050631","0.04596667","2.76","26.48751","0.0459","2.76","47.54226","0.04593333"
"2.77","20.24253","0.04613334","2.77","1.053015","0.04616667","2.77","26.65361","0.04606667","2.77","47.86253","0.0461"
"2.78","20.34187","0.0463","2.78","1.047452","0.04633334","2.78","26.83083","0.04626667","2.78","48.15181","0.04626667"
"2.79","20.43486","0.04646667","2.79","1.041094","0.0465","2.79","27.02951","0.04643333","2.79","48.41805","0.04643333"
"2.8","20.52069","0.04663333","2.8","1.0403","0.0467","2.8","27.23773","0.04656667","2.8","48.68587","0.0466"
"2.81","20.60652","0.0468","2.81","1.042684","0.04683333","2.81","27.43483","0.04676667","2.81","48.96561","0.04676667"
"2.82","20.7003","0.04696667","2.82","1.049837","0.047","2.82","27.61602","0.04693333","2.82","49.2533","0.04693333"
"2.83","20.80441","0.04716667","2.83","1.057784","0.04716667","2.83","27.79325","0.0471","2.83","49.54417","0.04713333"
"2.84","20.91249","0.04733333","2.84","1.063347","0.0473","2.84","27.97842","0.04726667","2.84","49.84299","0.04726667"
"2.85","21.01898","0.0475","2.85","1.063347","0.0475","2.85","28.16916","0.04743334","2.85","50.15214","0.04743334"
"2.86","21.12945","0.04766667","2.86","1.0554","0.04763333","2.86","28.35671","0.04756667","2.86","50.47083","0.0476"
"2.87","21.24627","0.0478","2.87","1.048247","0.0478","2.87","28.54029","0.04773333","2.87","50.7911","0.04776667"
"2.88","21.36389","0.04793333","2.88","1.049837","0.048","2.88","28.72705","0.0479","2.88","51.10105","0.04793333"
"2.89","21.47833","0.0481","2.89","1.057784","0.04816667","2.89","28.92176","0.0481","2.89","51.3943","0.0481"
"2.9","21.58562","0.0483","2.9","1.063347","0.04833334","2.9","29.12601","0.04823333","2.9","51.68517","0.0483"
"2.91","21.68337","0.04846667","2.91","1.057784","0.0485","2.91","29.33264","0.0484","2.91","51.98717","0.04846667"
"2.92","21.77318","0.0486","2.92","1.054605","0.04866667","2.92","29.5337","0.04856667","2.92","52.30347","0.04863333"
"2.93","21.86696","0.0488","2.93","1.057784","0.04883333","2.93","29.73318","0.04873333","2.93","52.63329","0.04876667"
"2.94","21.97266","0.049","2.94","1.061757","0.04903333","2.94","29.93345","0.0489","2.94","52.97025","0.04893333"
"2.95","22.0871","0.04916667","2.95","1.065731","0.04916667","2.95","30.13293","0.04906667","2.95","53.30324","0.04913333"
"2.96","22.19995","0.04933333","2.96","1.070499","0.04936667","2.96","30.32525","0.04923333","2.96","53.62193","0.0493"
"2.97","22.31677","0.04946667","2.97","1.077652","0.04953333","2.97","30.51519","0.0494","2.97","53.93108","0.04946667"
"2.98","22.44314","0.04963334","2.98","1.084805","0.04966667","2.98","30.70911","0.04956667","2.98","54.24659","0.04963334"
"2.99","22.57029","0.04976667","2.99","1.084805","0.04983333","2.99","30.90858","0.04976667","2.99","54.57401","0.0498"
"3","22.68712","0.04996667","3","1.080036","0.05","3","31.11362","0.04996667","3","54.90701","0.04993333"
"3.01","22.79282","0.05013333","3.01","1.075268","0.05016667","3.01","31.31946","0.0501","3.01","55.23602","0.0501"
"3.02","22.89375","0.05033333","3.02","1.076063","0.05033333","3.02","31.5237","0.05023333","3.02","55.55709","0.05023333"
"3.03","22.99944","0.0505","3.03","1.077652","0.0505","3.03","31.73431","0.05043333","3.03","55.87816","0.0504"
"3.04","23.11389","0.05063333","3.04","1.077652","0.05063333","3.04","31.95206","0.05056667","3.04","56.19923","0.05056667"
"3.05","23.23945","0.0508","3.05","1.077652","0.0508","3.05","32.16505","0.05076667","3.05","56.51315","0.05073334"
"3.06","23.37456","0.05096667","3.06","1.077652","0.051","3.06","32.36691","0.05093333","3.06","56.82071","0.0509"
"3.07","23.51204","0.05113333","3.07","1.075268","0.05116667","3.07","32.55923","0.0511","3.07","57.12668","0.05106667"
"3.08","23.6392","0.0513","3.08","1.072884","0.0513","3.08","32.75315","0.05126667","3.08","57.43424","0.05126667"
"3.09","23.75285","0.05146667","3.09","1.072884","0.0515","3.09","32.95581","0.05143333","3.09","57.75769","0.05143333"
"3.1","23.86093","0.05163334","3.1","1.072884","0.05166667","3.1","33.17356","0.05156667","3.1","58.10579","0.0516"
"3.11","23.97537","0.0518","3.11","1.073678","0.05183334","3.11","33.39529","0.05173333","3.11","58.47136","0.05176667"
"3.12","24.10173","0.05196667","3.12","1.077652","0.052","3.12","33.61066","0.05193333","3.12","58.83932","0.05196667"
"3.13","24.23048","0.05213333","3.13","1.08401","0.05216667","3.13","33.81729","0.0521","3.13","59.20251","0.0521"
"3.14","24.35843","0.0523","3.14","1.087189","0.05233333","3.14","34.02312","0.0523","3.14","59.55617","0.0523"
"3.15","24.484","0.05243333","3.15","1.088778","0.0525","3.15","34.23691","0.05246667","3.15","59.91141","0.05246667"
"3.16","24.60559","0.05263333","3.16","1.088778","0.05263333","3.16","34.45784","0.0526","3.16","60.27699","0.05263333"
"3.17","24.72719","0.0528","3.17","1.091957","0.05283333","3.17","34.68116","0.05276667","3.17","60.64653","0.05276667"
"3.18","24.85355","0.053","3.18","1.103083","0.053","3.18","34.90686","0.0529","3.18","61.00814","0.0529"
"3.19","24.97911","0.05316667","3.19","1.115004","0.05316667","3.19","35.12462","0.05306667","3.19","61.361","0.0531"
"3.2","25.10548","0.05333333","3.2","1.117388","0.05336667","3.2","35.33204","0.05323333","3.2","61.70591","0.05326667"
"3.21","25.24217","0.05346667","3.21","1.111825","0.05353333","3.21","35.53708","0.0534","3.21","62.03572","0.05343333"
"3.22","25.38522","0.05363333","3.22","1.107852","0.05366667","3.22","35.74451","0.05356667","3.22","62.35838","0.0536"
"3.23","25.52827","0.0538","3.23","1.11421","0.05383334","3.23","35.95511","0.05376667","3.23","62.69534","0.05376667"
"3.24","25.66417","0.05396667","3.24","1.118978","0.05396667","3.24","36.16492","0.05396667","3.24","63.05456","0.0539"
"3.25","25.79689","0.05413333","3.25","1.121362","0.05413333","3.25","36.37632","0.0541","3.25","63.4257","0.05406667"
"3.26","25.92484","0.0543","3.26","1.121362","0.0543","3.26","36.59646","0.05426667","3.26","63.79445","0.05423333"
"3.27","26.04882","0.05446667","3.27","1.120567","0.05446667","3.27","36.8317","0.05443333","3.27","64.15208","0.05443333"
"3.28","26.17121","0.05466667","3.28","1.118978","0.05463333","3.28","37.08204","0.0546","3.28","64.4962","0.0546"
"3.29","26.29836","0.05483333","3.29","1.117388","0.0548","3.29","37.33476","0.05476667","3.29","64.83952","0.0548"
"3.3","26.42552","0.055","3.3","1.118978","0.05496667","3.3","37.57636","0.05493334","3.3","65.19794","0.05496667"
"3.31","26.55268","0.05516667","3.31","1.125336","0.05516667","3.31","37.80603","0.0551","3.31","65.57783","0.0551"
"3.32","26.68142","0.05533333","3.32","1.135667","0.05533333","3.32","38.03015","0.05526667","3.32","65.97678","0.05523333"
"3.33","26.81971","0.0555","3.33","1.142025","0.0555","3.33","38.25029","0.0554","3.33","66.37971","0.05536667"
"3.34","26.96832","0.05563333","3.34","1.14123","0.05566667","3.34","38.47281","0.05556667","3.34","66.76436","0.05553333"
"3.35","27.11932","0.0558","3.35","1.142025","0.05583333","3.35","38.69693","0.05573333","3.35","67.11722","0.05573333"
"3.36","27.26316","0.05596667","3.36","1.151562","0.056","3.36","38.91786","0.05593333","3.36","67.44226","0.05593333"
"3.37","27.38953","0.05613333","3.37","1.160304","0.05616667","3.37","39.1372","0.05606667","3.37","67.75856","0.0561"
"3.38","27.50476","0.0563","3.38","1.162688","0.0563","3.38","39.36132","0.05623334","3.38","68.09632","0.05626667"
"3.39","27.62159","0.05646667","3.39","1.162688","0.0565","3.39","39.59576","0.0564","3.39","68.47144","0.0564"
"3.4","27.75113","0.05663333","3.4","1.165072","0.05663333","3.4","39.83657","0.0566","3.4","68.868","0.0566"
"3.41","27.88385","0.0568","3.41","1.176198","0.05683333","3.41","40.07896","0.05673333","3.41","69.26218","0.05676667"
"3.42","28.01498","0.05696667","3.42","1.189709","0.057","3.42","40.31976","0.0569","3.42","69.64445","0.0569"
"3.43","28.15008","0.05713334","3.43","1.200835","0.05716667","3.43","40.56295","0.0571","3.43","70.01797","0.0571"
"3.44","28.29472","0.0573","3.44","1.206398","0.0573","3.44","40.80375","0.05726667","3.44","70.39388","0.05726667"
"3.45","28.44175","0.05746667","3.45","1.208782","0.05746667","3.45","41.03899","0.05743333","3.45","70.77455","0.05746667"
"3.46","28.58559","0.05763333","3.46","1.217524","0.05766667","3.46","41.27502","0.0576","3.46","71.15443","0.05763333"
"3.47","28.72944","0.05783333","3.47","1.229445","0.05783333","3.47","41.52457","0.05776667","3.47","71.52876","0.05776667"
"3.48","28.87487","0.05796667","3.48","1.240571","0.058","3.48","41.7916","0.05793333","3.48","71.91579","0.05793333"
"3.49","29.02826","0.05813333","3.49","1.250108","0.05816667","3.49","42.06101","0.0581","3.49","72.32189","0.0581"
"3.5","29.19356","0.0583","3.5","1.26044","0.05833333","3.5","42.31294","0.05823334","3.5","72.72958","0.0583"
"3.51","29.36204","0.05846667","3.51","1.273155","0.0585","3.51","42.54977","0.05843334","3.51","73.11662","0.05846667"
"3.52","29.5186","0.05863333","3.52","1.291434","0.05866667","3.52","42.7858","0.0586","3.52","73.49252","0.05863333"
"3.53","29.66722","0.0588","3.53","1.309713","0.05883333","3.53","43.02581","0.05876667","3.53","73.88671","0.0588"
"3.54","29.81663","0.059","3.54","1.324813","0.059","3.54","43.26661","0.05896667","3.54","74.31268","0.05893333"
"3.55","29.9716","0.05913333","3.55","1.335939","0.05913333","3.55","43.51139","0.0591","3.55","74.74979","0.05906667"
"3.56","30.12578","0.0593","3.56","1.34786","0.05933334","3.56","43.76809","0.0593","3.56","75.16463","0.05926667"
"3.57","30.28313","0.05946667","3.57","1.364549","0.05946667","3.57","44.0383","0.0594","3.57","75.53657","0.05943333"
"3.58","30.4397","0.05966667","3.58","1.378059","0.05963333","3.58","44.31565","0.05956667","3.58","75.87671","0.05963333"
"3.59","30.59228","0.05983333","3.59","1.387596","0.0598","3.59","44.58666","0.05973333","3.59","76.21606","0.0598"
"3.6","30.73772","0.06","3.6","1.397928","0.05996667","3.6","44.84018","0.05993333","3.6","76.59435","0.05996667"
"3.61","30.88633","0.06013333","3.61","1.410643","0.06013333","3.61","45.06985","0.06006667","3.61","77.01874","0.06013333"
"3.62","31.0421","0.06026667","3.62","1.424154","0.0603","3.62","45.29238","0.06023333","3.62","77.46061","0.0603"
"3.63","31.20025","0.06043334","3.63","1.434485","0.06046667","3.63","45.52762","0.0604","3.63","77.88976","0.06046667"
"3.64","31.35204","0.06063334","3.64","1.441638","0.06063334","3.64","45.77716","0.0606","3.64","78.31097","0.06063334"
"3.65","31.49112","0.06076667","3.65","1.449585","0.0608","3.65","46.02988","0.06076667","3.65","78.73535","0.0608"
"3.66","31.61669","0.06093333","3.66","1.464685","0.06096667","3.66","46.28658","0.06093333","3.66","79.16053","0.0609"
"3.67","31.74384","0.06113333","3.67","1.483758","0.06116667","3.67","46.55043","0.0611","3.67","79.57538","0.06106667"
"3.68","31.89166","0.0613","3.68","1.503626","0.0613","3.68","46.81985","0.06126667","3.68","79.98069","0.0613"
"3.69","32.05935","0.0615","3.69","1.520316","0.0615","3.69","47.08608","0.06143333","3.69","80.37329","0.06143333"
"3.7","32.24214","0.06163333","3.7","1.531442","0.06166667","3.7","47.34516","0.06156667","3.7","80.7484","0.0616"
"3.71","32.43049","0.0618","3.71","1.538595","0.0618","3.71","47.60186","0.06173334","3.71","81.12431","0.06176667"
"3.72","32.61169","0.06196667","3.72","1.544952","0.06196667","3.72","47.85855","0.0619","3.72","81.53041","0.06193333"
"3.73","32.78176","0.06213333","3.73","1.553694","0.0621","3.73","48.11446","0.06206667","3.73","81.96751","0.06206667"
